time,open,high,low,close,volume
2024-01-09 02:00:00,1.09498,1.09594,1.09494,1.0955300000000001,1695
2024-01-09 03:00:00,1.0955,1.0962,1.09516,1.09616,2186
2024-01-09 04:00:00,1.09618,1.09649,1.09607,1.09629,1472
2024-01-09 05:00:00,1.09629,1.09664,1.09608,1.09629,1312
2024-01-09 06:00:00,1.09629,1.09632,1.09535,1.09562,1036
2024-01-09 07:00:00,1.09563,1.09563,1.09481,1.09497,1114
2024-01-09 08:00:00,1.09498,1.09551,1.09482,1.09503,1682
2024-01-09 09:00:00,1.09503,1.0963,1.09461,1.09565,2752
2024-01-09 10:00:00,1.09565,1.09567,1.09389,1.09499,3944
2024-01-09 11:00:00,1.095,1.09506,1.09379,1.09442,3487
2024-01-09 12:00:00,1.09442,1.09481,1.09327,1.09356,3302
2024-01-09 13:00:00,1.09356,1.0936,1.09287,1.09313,2831
2024-01-09 14:00:00,1.09313,1.09416,1.0929,1.09406,3057
2024-01-09 15:00:00,1.09406,1.09468,1.0933,1.09459,5460
2024-01-09 16:00:00,1.09465,1.09513,1.09381,1.09455,6018
2024-01-09 17:00:00,1.09462,1.09467,1.09177,1.09179,5882
2024-01-09 18:00:00,1.09179,1.09351,1.09105,1.09344,4145
2024-01-09 19:00:00,1.09344,1.09393,1.09302,1.09341,3541
2024-01-09 20:00:00,1.09342,1.09399,1.09223,1.09242,3421
2024-01-09 21:00:00,1.09241,1.09286,1.09201,1.09253,2775
2024-01-09 22:00:00,1.09253,1.09298,1.0925,1.09281,2599
2024-01-09 23:00:00,1.09279,1.09314,1.09276,1.0931,1033
2024-01-10 00:00:00,1.09278,1.09293,1.09254,1.0928,352
2024-01-10 01:00:00,1.09283,1.0933,1.09283,1.0931899999999999,430
2024-01-10 02:00:00,1.0931899999999999,1.09365,1.09292,1.09307,1500
2024-01-10 03:00:00,1.09307,1.09334,1.09261,1.09322,2003
2024-01-10 04:00:00,1.09323,1.09359,1.09317,1.09338,1523
2024-01-10 05:00:00,1.09337,1.09361,1.09277,1.09293,1503
2024-01-10 06:00:00,1.0929,1.0933,1.09289,1.0932,990
2024-01-10 07:00:00,1.0932,1.09341,1.09304,1.09323,1007
2024-01-10 08:00:00,1.09322,1.09336,1.09236,1.09247,1713
2024-01-10 09:00:00,1.09252,1.09454,1.09246,1.09263,3836
2024-01-10 10:00:00,1.09262,1.0945,1.0923,1.09432,4473
2024-01-10 11:00:00,1.09434,1.0952,1.09417,1.09472,3239
2024-01-10 12:00:00,1.0947,1.09549,1.09451,1.0949200000000001,2867
2024-01-10 13:00:00,1.09497,1.09554,1.09417,1.0946,2384
2024-01-10 14:00:00,1.09459,1.09504,1.0943100000000001,1.09439,2671
2024-01-10 15:00:00,1.09439,1.0952,1.09405,1.09406,3732
2024-01-10 16:00:00,1.09405,1.09416,1.0932,1.094,3791
2024-01-10 17:00:00,1.09399,1.09691,1.09358,1.09673,4703
2024-01-10 18:00:00,1.0967500000000001,1.09691,1.09525,1.0959,3309
2024-01-10 19:00:00,1.09591,1.09682,1.09583,1.09672,2199
2024-01-10 20:00:00,1.09671,1.09699,1.09594,1.09695,2493
2024-01-10 21:00:00,1.09696,1.09708,1.09669,1.09703,2053
2024-01-10 22:00:00,1.09703,1.09729,1.09615,1.09656,3275
2024-01-10 23:00:00,1.09653,1.09731,1.09648,1.09726,1091
2024-01-11 00:00:00,1.09664,1.09724,1.09664,1.09717,591
2024-01-11 01:00:00,1.09713,1.09748,1.09712,1.09741,675
2024-01-11 02:00:00,1.09742,1.09789,1.09731,1.09779,1620
2024-01-11 03:00:00,1.0977999999999999,1.09803,1.09751,1.0979,1871
2024-01-11 04:00:00,1.0979,1.0985,1.09771,1.09781,1744
2024-01-11 05:00:00,1.09781,1.09812,1.09773,1.09804,1007
2024-01-11 06:00:00,1.09803,1.09829,1.09775,1.09778,1008
2024-01-11 07:00:00,1.09777,1.09815,1.09757,1.09784,1285
2024-01-11 08:00:00,1.09784,1.09886,1.09746,1.0985800000000001,1634
2024-01-11 09:00:00,1.09859,1.09868,1.09774,1.09789,2226
2024-01-11 10:00:00,1.09789,1.09814,1.09718,1.0975,3306
2024-01-11 11:00:00,1.09751,1.09752,1.09589,1.09638,3407
2024-01-11 12:00:00,1.09637,1.09698,1.09587,1.0969,3020
2024-01-11 13:00:00,1.09689,1.09825,1.09676,1.09787,2837
2024-01-11 14:00:00,1.0979,1.09905,1.09763,1.09838,2885
2024-01-11 15:00:00,1.09838,1.10008,1.09355,1.09396,10666
2024-01-11 16:00:00,1.09398,1.09738,1.09315,1.09542,10928
2024-01-11 17:00:00,1.09542,1.09628,1.09303,1.09464,9470
2024-01-11 18:00:00,1.09465,1.09573,1.09366,1.09424,6999
2024-01-11 19:00:00,1.09424,1.09546,1.09415,1.09509,5012
2024-01-11 20:00:00,1.09509,1.09662,1.09499,1.09648,4584
2024-01-11 21:00:00,1.09649,1.0983,1.09649,1.0982,3983
2024-01-11 22:00:00,1.0982,1.09825,1.09563,1.09715,4174
2024-01-11 23:00:00,1.09715,1.09753,1.09702,1.09734,1686
2024-01-12 00:00:00,1.09632,1.0974,1.09632,1.0972,688
2024-01-12 01:00:00,1.09723,1.09827,1.09699,1.09825,1133
2024-01-12 02:00:00,1.09826,1.09848,1.09742,1.09756,1977
2024-01-12 03:00:00,1.09754,1.09843,1.09726,1.09828,2127
2024-01-12 04:00:00,1.09827,1.09853,1.09782,1.09796,1639
2024-01-12 05:00:00,1.0979700000000001,1.09828,1.09772,1.09778,1100
2024-01-12 06:00:00,1.09778,1.09778,1.09732,1.09757,1121
2024-01-12 07:00:00,1.09757,1.09804,1.09737,1.09756,1290
2024-01-12 08:00:00,1.09756,1.09788,1.09731,1.09752,1219
2024-01-12 09:00:00,1.09758,1.09777,1.09608,1.09668,3057
2024-01-12 10:00:00,1.09661,1.09829,1.09652,1.09752,3829
2024-01-12 11:00:00,1.09751,1.09799,1.09611,1.09625,3177
2024-01-12 12:00:00,1.09624,1.09642,1.09569,1.09599,2788
2024-01-12 13:00:00,1.096,1.09621,1.09466,1.09497,2969
2024-01-12 14:00:00,1.09493,1.09519,1.09371,1.09378,3142
2024-01-12 15:00:00,1.09379,1.09696,1.0936,1.09554,8334
2024-01-12 16:00:00,1.09554,1.09849,1.09529,1.09758,7844
2024-01-12 17:00:00,1.09757,1.0987,1.09623,1.09664,7025
2024-01-12 18:00:00,1.09662,1.09739,1.09582,1.09582,5178
2024-01-12 19:00:00,1.09583,1.09588,1.09471,1.09496,3359
2024-01-12 20:00:00,1.09497,1.0959699999999999,1.0949200000000001,1.09595,2450
2024-01-12 21:00:00,1.09591,1.09635,1.09538,1.0956,2304
2024-01-12 22:00:00,1.0956,1.09566,1.09504,1.09513,1926
2024-01-12 23:00:00,1.09512,1.09526,1.09482,1.0950199999999999,1493
2024-01-15 00:00:00,1.09459,1.0950199999999999,1.09419,1.09481,674
2024-01-15 01:00:00,1.09479,1.09494,1.0944099999999999,1.0945,982
2024-01-15 02:00:00,1.09451,1.09541,1.09407,1.09535,2036
2024-01-15 03:00:00,1.09534,1.09561,1.09495,1.09548,1934
2024-01-15 04:00:00,1.0955,1.09655,1.0955,1.0965,1372
2024-01-15 05:00:00,1.09653,1.0967500000000001,1.09635,1.09642,1158
2024-01-15 06:00:00,1.09641,1.09644,1.09587,1.0963,901
2024-01-15 07:00:00,1.09629,1.09659,1.09607,1.0964,1078
2024-01-15 08:00:00,1.09641,1.09666,1.09625,1.0964,1190
2024-01-15 09:00:00,1.09638,1.09662,1.09515,1.09535,2943
2024-01-15 10:00:00,1.09539,1.09651,1.09539,1.09581,3738
2024-01-15 11:00:00,1.0958,1.09589,1.0943100000000001,1.09468,3110
2024-01-15 12:00:00,1.09467,1.09468,1.09336,1.09402,3160
2024-01-15 13:00:00,1.094,1.0949,1.094,1.09455,2207
2024-01-15 14:00:00,1.09454,1.09591,1.09438,1.09539,2959
2024-01-15 15:00:00,1.09537,1.09542,1.09443,1.09505,3132
2024-01-15 16:00:00,1.09507,1.0952,1.09386,1.09435,2880
2024-01-15 17:00:00,1.09434,1.09509,1.09382,1.09497,2883
2024-01-15 18:00:00,1.09497,1.09524,1.09467,1.09473,1785
2024-01-15 19:00:00,1.09472,1.09526,1.09462,1.09483,993
2024-01-15 20:00:00,1.09482,1.09528,1.09476,1.09528,267
2024-01-15 21:00:00,1.09527,1.09536,1.09498,1.09506,450
2024-01-15 22:00:00,1.09506,1.09519,1.09491,1.09518,373
2024-01-15 23:00:00,1.09517,1.09519,1.09498,1.09499,270
2024-01-16 00:00:00,1.09462,1.09503,1.09462,1.09485,540
2024-01-16 01:00:00,1.09488,1.0951,1.09448,1.0945,774
2024-01-16 02:00:00,1.0945,1.09462,1.09191,1.09198,2209
2024-01-16 03:00:00,1.09198,1.09316,1.09155,1.09276,3163
2024-01-16 04:00:00,1.09277,1.09277,1.09216,1.09239,1893
2024-01-16 05:00:00,1.09239,1.09255,1.09162,1.09189,1506
2024-01-16 06:00:00,1.09188,1.09201,1.09135,1.09175,1132
2024-01-16 07:00:00,1.09175,1.09186,1.09126,1.09155,1575
2024-01-16 08:00:00,1.09155,1.09216,1.09128,1.09174,1996
2024-01-16 09:00:00,1.09174,1.09268,1.09087,1.09184,3651
2024-01-16 10:00:00,1.09184,1.09235,1.08943,1.09048,6058
2024-01-16 11:00:00,1.09045,1.09045,1.0884,1.08861,4727
2024-01-16 12:00:00,1.08863,1.08895,1.08793,1.08813,3447
2024-01-16 13:00:00,1.0881,1.08946,1.08739,1.08923,3431
2024-01-16 14:00:00,1.08922,1.08933,1.08837,1.08863,3040
2024-01-16 15:00:00,1.08863,1.0898,1.08717,1.08741,7199
2024-01-16 16:00:00,1.0874,1.0889199999999999,1.08666,1.08724,7341
2024-01-16 17:00:00,1.0872600000000001,1.08883,1.08656,1.08858,5487
2024-01-16 18:00:00,1.08859,1.08947,1.08622,1.08809,9759
2024-01-16 19:00:00,1.08811,1.08829,1.08629,1.08631,4774
2024-01-16 20:00:00,1.08631,1.08771,1.08629,1.087,3344
2024-01-16 21:00:00,1.08701,1.08748,1.08678,1.08737,2321
2024-01-16 22:00:00,1.08737,1.08756,1.087,1.08715,2512
2024-01-16 23:00:00,1.08717,1.08775,1.08713,1.08753,914
2024-01-17 00:00:00,1.08702,1.08769,1.08676,1.08747,915
2024-01-17 01:00:00,1.08749,1.08788,1.08746,1.08786,548
2024-01-17 02:00:00,1.08785,1.08788,1.08724,1.08779,1487
2024-01-17 03:00:00,1.08778,1.08824,1.08734,1.08773,2302
2024-01-17 04:00:00,1.08774,1.08846,1.0874,1.0875,1692
2024-01-17 05:00:00,1.08749,1.08749,1.08652,1.08664,1486
2024-01-17 06:00:00,1.08663,1.08711,1.08648,1.0871,1366
2024-01-17 07:00:00,1.08709,1.08723,1.08608,1.08649,1904
2024-01-17 08:00:00,1.0865,1.0865,1.08555,1.08623,2463
2024-01-17 09:00:00,1.08625,1.08738,1.08587,1.08701,4817
2024-01-17 10:00:00,1.08699,1.08817,1.08662,1.08668,4779
2024-01-17 11:00:00,1.08668,1.08788,1.0861,1.08764,4049
2024-01-17 12:00:00,1.08764,1.08839,1.08671,1.08719,4003
2024-01-17 13:00:00,1.08722,1.08832,1.08699,1.08786,3041
2024-01-17 14:00:00,1.08786,1.08814,1.08694,1.08744,2844
2024-01-17 15:00:00,1.08744,1.08786,1.08512,1.0864,6899
2024-01-17 16:00:00,1.0864,1.08705,1.08479,1.08489,6366
2024-01-17 17:00:00,1.08489,1.08711,1.08446,1.08491,6691
2024-01-17 18:00:00,1.08491,1.08647,1.08477,1.08574,4602
2024-01-17 19:00:00,1.08574,1.087,1.08568,1.0867,3362
2024-01-17 20:00:00,1.08669,1.0867499999999999,1.08566,1.08659,3305
2024-01-17 21:00:00,1.0866,1.08789,1.0866,1.08738,2697
2024-01-17 22:00:00,1.08739,1.08821,1.08703,1.08809,2252
2024-01-17 23:00:00,1.08808,1.08826,1.08808,1.08819,961
2024-01-18 00:00:00,1.08799,1.08833,1.08792,1.08816,670
2024-01-18 01:00:00,1.08826,1.08861,1.08808,1.08861,646
2024-01-18 02:00:00,1.08862,1.08943,1.08803,1.08941,1827
2024-01-18 03:00:00,1.0894,1.09008,1.08923,1.08961,3109
2024-01-18 04:00:00,1.08961,1.0903,1.08931,1.08934,1716
2024-01-18 05:00:00,1.08934,1.08982,1.08906,1.08955,1715
2024-01-18 06:00:00,1.08954,1.08963,1.08912,1.08942,1081
2024-01-18 07:00:00,1.08941,1.08962,1.08904,1.0895,1594
2024-01-18 08:00:00,1.0895,1.09069,1.08948,1.09041,2046
2024-01-18 09:00:00,1.09038,1.09065,1.08864,1.08882,2726
2024-01-18 10:00:00,1.0888,1.0889,1.08775,1.08799,3769
2024-01-18 11:00:00,1.08796,1.08995,1.08767,1.08846,3575
2024-01-18 12:00:00,1.08847,1.08961,1.08829,1.08951,2734
2024-01-18 13:00:00,1.0895,1.08954,1.08847,1.0889199999999999,2633
2024-01-18 14:00:00,1.08893,1.08941,1.08746,1.08775,3034
2024-01-18 15:00:00,1.08774,1.08776,1.08506,1.08526,6953
2024-01-18 16:00:00,1.08525,1.0869,1.08494,1.08596,7951
2024-01-18 17:00:00,1.08596,1.0868,1.08467,1.08521,7189
2024-01-18 18:00:00,1.08521,1.087,1.08505,1.08619,4668
2024-01-18 19:00:00,1.08618,1.08645,1.08502,1.08597,3939
2024-01-18 20:00:00,1.08598,1.08659,1.0854300000000001,1.08639,3422
2024-01-18 21:00:00,1.08638,1.08691,1.08602,1.08618,2990
2024-01-18 22:00:00,1.08617,1.08695,1.08607,1.08692,2533
2024-01-18 23:00:00,1.0869,1.08775,1.08683,1.08757,1105
2024-01-19 00:00:00,1.08734,1.0876,1.08666,1.0873,1396
2024-01-19 01:00:00,1.08734,1.08805,1.08734,1.08801,760
2024-01-19 02:00:00,1.08802,1.08819,1.08778,1.08799,1729
2024-01-19 03:00:00,1.088,1.08874,1.08762,1.08856,2181
2024-01-19 04:00:00,1.08854,1.08896,1.08826,1.08881,1715
2024-01-19 05:00:00,1.08882,1.08893,1.08854,1.0889,1137
2024-01-19 06:00:00,1.0889,1.08894,1.08854,1.08864,636
2024-01-19 07:00:00,1.08865,1.08871,1.08796,1.08808,1388
2024-01-19 08:00:00,1.08804,1.08826,1.08755,1.08809,1725
2024-01-19 09:00:00,1.08815,1.08864,1.08746,1.08794,3282
2024-01-19 10:00:00,1.08795,1.08819,1.08681,1.08772,3149
2024-01-19 11:00:00,1.08772,1.0885,1.08714,1.0883,3262
2024-01-19 12:00:00,1.08828,1.08852,1.08732,1.0881,2755
2024-01-19 13:00:00,1.0881,1.08931,1.08792,1.08874,2197
2024-01-19 14:00:00,1.08874,1.08881,1.08801,1.08827,2348
2024-01-19 15:00:00,1.08826,1.08896,1.08755,1.08806,4306
2024-01-19 16:00:00,1.08805,1.08838,1.08657,1.08804,5228
2024-01-19 17:00:00,1.08803,1.089,1.08698,1.08825,7332
2024-01-19 18:00:00,1.08827,1.0888,1.08808,1.08866,4199
2024-01-19 19:00:00,1.08866,1.08934,1.08801,1.08896,3293
2024-01-19 20:00:00,1.08897,1.08964,1.08859,1.08922,2365
2024-01-19 21:00:00,1.08921,1.08949,1.0888,1.08924,3249
2024-01-19 22:00:00,1.08923,1.08959,1.08901,1.08952,2066
2024-01-19 23:00:00,1.08951,1.08979,1.0894,1.08967,1207
2024-01-22 00:00:00,1.08911,1.08949,1.08858,1.08907,1392
2024-01-22 01:00:00,1.08908,1.08976,1.08906,1.08921,990
2024-01-22 02:00:00,1.08921,1.09016,1.08913,1.09012,1412
2024-01-22 03:00:00,1.0901399999999999,1.09051,1.08988,1.0902,1971
2024-01-22 04:00:00,1.09021,1.09093,1.08998,1.09072,1420
2024-01-22 05:00:00,1.09073,1.09078,1.09013,1.0902,1203
2024-01-22 06:00:00,1.0902,1.09047,1.09008,1.09029,856
2024-01-22 07:00:00,1.09029,1.09046,1.08985,1.09016,1220
2024-01-22 08:00:00,1.09016,1.09095,1.0901399999999999,1.09049,1842
2024-01-22 09:00:00,1.09047,1.0908,1.08973,1.08977,2908
2024-01-22 10:00:00,1.08976,1.09009,1.08872,1.08919,4101
2024-01-22 11:00:00,1.08917,1.09023,1.08899,1.0897000000000001,2670
2024-01-22 12:00:00,1.08969,1.08971,1.08858,1.08868,2241
2024-01-22 13:00:00,1.08866,1.08905,1.08816,1.08901,2437
2024-01-22 14:00:00,1.08901,1.08997,1.0888,1.08926,2886
2024-01-22 15:00:00,1.08924,1.0895299999999999,1.08799,1.08916,4101
2024-01-22 16:00:00,1.08916,1.08963,1.08852,1.08898,4119
2024-01-22 17:00:00,1.08896,1.08981,1.08826,1.08853,4190
2024-01-22 18:00:00,1.08853,1.08944,1.0882,1.08939,2615
2024-01-22 19:00:00,1.0894,1.09,1.08908,1.08963,2085
2024-01-22 20:00:00,1.08965,1.08965,1.08839,1.08901,2446
2024-01-22 21:00:00,1.08901,1.0891,1.08803,1.0884800000000001,2219
2024-01-22 22:00:00,1.08849,1.08855,1.08803,1.08842,1797
2024-01-22 23:00:00,1.08842,1.08849,1.08816,1.08824,816
2024-01-23 00:00:00,1.08805,1.08845,1.08795,1.08822,478
2024-01-23 01:00:00,1.08819,1.08824,1.0877,1.08774,759
2024-01-23 02:00:00,1.08775,1.0884,1.08757,1.0883099999999999,1108
2024-01-23 03:00:00,1.0883,1.08886,1.08768,1.08884,1540
2024-01-23 04:00:00,1.08884,1.0894,1.0885,1.08874,2193
2024-01-23 05:00:00,1.08876,1.08951,1.08854,1.08929,2475
2024-01-23 06:00:00,1.08928,1.08988,1.08917,1.08985,1220
2024-01-23 07:00:00,1.08986,1.0908,1.08968,1.09069,1424
2024-01-23 08:00:00,1.0907,1.09142,1.09017,1.0914,2495
2024-01-23 09:00:00,1.09141,1.09162,1.09039,1.09083,3613
2024-01-23 10:00:00,1.09084,1.09106,1.08924,1.0895,3483
2024-01-23 11:00:00,1.0895,1.08951,1.08835,1.08875,3020
2024-01-23 12:00:00,1.08874,1.08884,1.0867499999999999,1.08695,2713
2024-01-23 13:00:00,1.08696,1.08721,1.08601,1.08664,2767
2024-01-23 14:00:00,1.08662,1.08733,1.0860400000000001,1.08639,2629
2024-01-23 15:00:00,1.08642,1.08759,1.08642,1.0874,3127
2024-01-23 16:00:00,1.08741,1.08741,1.08485,1.08528,4566
2024-01-23 17:00:00,1.08528,1.08584,1.08216,1.0830899999999999,5295
2024-01-23 18:00:00,1.08312,1.08396,1.08257,1.08281,3672
2024-01-23 19:00:00,1.08282,1.08358,1.08242,1.08315,2767
2024-01-23 20:00:00,1.08315,1.08394,1.08304,1.0836999999999999,2315
2024-01-23 21:00:00,1.08371,1.08477,1.08358,1.08451,1918
2024-01-23 22:00:00,1.08452,1.08502,1.08436,1.08498,1491
